timestep,config_from,config_to,probability
0,516995,1041283,0.6462132554657526
0,516995,518019,0.5067564398063151
0,516995,516999,0.8929215878165938
0,516995,516993,0.7387365759183908
0,516995,516994,0.8493080312251649
1,1041283,1042307,0.6430509068785446
1,1041283,1041287,0.8849906959910208
1,1041283,1041281,0.6075816399372429
1,1041283,1041282,0.7956158414949064
1,518019,1042307,0.7620657681964966
1,518019,501635,0.7535212179866844
1,518019,520067,0.6222919743162509
1,518019,518023,0.9009606764085637
1,518019,518017,0.5579447240161974
1,518019,518018,0.8350371054656467
1,516999,1041287,0.6276297983243446
1,516999,518023,0.5284778110010235
1,516999,516998,0.7153665595119073
1,516993,1041281,0.5000452692618766
1,516993,516992,0.8209314938151598
1,516994,1041282,0.5578315780482159
1,516994,516998,0.7880725503034876
1,516994,516992,0.6969676224280095
2,1042307,1025923,0.830925313910764
2,1042307,1044355,0.6440929928735168
2,1042307,1042311,0.8935542283984304
2,1042307,1042306,0.7775916786915352
2,1041287,1042311,0.6627644433106143
2,1041287,1041286,0.6344890711683158
2,1041281,1041280,0.7599858973809196
2,1041282,1042306,0.6180317131801871
2,1041282,1041286,0.7743384742159005
2,1041282,1041280,0.5574070160337611
2,1042307,1025923,0.830925313910764
2,1042307,1044355,0.6440929928735168
2,1042307,1042311,0.8935542283984304
2,1042307,1042306,0.7775916786915352
2,501635,1025923,0.8373656860592744
2,501635,501639,0.8503372217441668
2,501635,501633,0.538131317555046
2,501635,501634,0.8437967163075265
2,520067,1044355,0.7786685773341647
2,520067,503683,0.6229884952296872
2,520067,520071,0.9238972831047862
2,520067,520066,0.7427593696370215
2,518023,1042311,0.7471869779292435
2,518023,501639,0.6562856079141121
2,518023,520071,0.6873716932187849
2,518023,518022,0.6929961961230905
2,518017,1042305,0.6368653129369399
2,518017,501633,0.7383631498011223
2,518017,520065,0.5604960232272153
2,518017,516993,0.685585242345197
2,518017,518016,0.8045915358093362
2,518018,1042306,0.6886830322986025
2,518018,501634,0.7653932450342471
2,518018,516994,0.5200894607511013
2,518018,518022,0.8022399635018624
2,518018,518016,0.5065776337090553
2,1041287,1042311,0.6627644433106143
2,1041287,1041286,0.6344890711683158
2,518023,1042311,0.7471869779292435
2,518023,501639,0.6562856079141121
2,518023,520071,0.6873716932187849
2,518023,518022,0.6929961961230905
2,516998,1041286,0.5379252545980628
2,516998,518022,0.5016515257654799
2,1041281,1041280,0.7599858973809196
2,1041282,1042306,0.6180317131801871
2,1041282,1041286,0.7743384742159005
2,1041282,1041280,0.5574070160337611
2,516998,1041286,0.5379252545980628
2,516998,518022,0.5016515257654799
3,1025923,1025927,0.8398180772584959
3,1025923,1025922,0.7886295362109439
3,1044355,1027971,0.7265066746056417
3,1044355,1044359,0.9180500832966497
3,1044355,1044354,0.6660316929340773
3,1042311,1025927,0.7542674233255979
3,1042311,1044359,0.7071838910035252
3,1042311,1042310,0.6092344372885921
3,1042306,1025922,0.8398613912725171
3,1042306,1044354,0.5079438856266862
3,1042306,1042310,0.7891784012978635
3,1042311,1025927,0.7542674233255979
3,1042311,1044359,0.7071838910035252
3,1042311,1042310,0.6092344372885921
3,1041286,1042310,0.638349910065423
3,1041280,516992,0.5914319013088974
3,1042306,1025922,0.8398613912725171
3,1042306,1044354,0.5079438856266862
3,1042306,1042310,0.7891784012978635
3,1041286,1042310,0.638349910065423
3,1041280,516992,0.5914319013088974
3,1025923,1025927,0.8398180772584959
3,1025923,1025922,0.7886295362109439
3,1044355,1027971,0.7265066746056417
3,1044355,1044359,0.9180500832966497
3,1044355,1044354,0.6660316929340773
3,1042311,1025927,0.7542674233255979
3,1042311,1044359,0.7071838910035252
3,1042311,1042310,0.6092344372885921
3,1042306,1025922,0.8398613912725171
3,1042306,1044354,0.5079438856266862
3,1042306,1042310,0.7891784012978635
3,1025923,1025927,0.8398180772584959
3,1025923,1025922,0.7886295362109439
3,501639,1025927,0.8261212577897482
3,501639,503687,0.5430509629528435
3,501639,501638,0.7066485629787755
3,501633,1025921,0.7381745964553009
3,501633,501632,0.8146088946738175
3,501634,1025922,0.7805180121108464
3,501634,501638,0.7170057258477907
3,1044355,1027971,0.7265066746056417
3,1044355,1044359,0.9180500832966497
3,1044355,1044354,0.6660316929340773
3,503683,1027971,0.8497500983769717
3,503683,501635,0.5289528243943168
3,503683,503687,0.8834815403225962
3,503683,503682,0.7549812046919311
3,520071,1044359,0.7645071820921332
3,520071,503687,0.5078883702349898
3,520071,520070,0.562857917320868
3,520066,1044354,0.7084473754018991
3,520066,503682,0.6381284087924357
3,520066,518018,0.5155218861060527
3,520066,520070,0.844082828271433
3,1042311,1025927,0.7542674233255979
3,1042311,1044359,0.7071838910035252
3,1042311,1042310,0.6092344372885921
3,501639,1025927,0.8261212577897482
3,501639,503687,0.5430509629528435
3,501639,501638,0.7066485629787755
3,520071,1044359,0.7645071820921332
3,520071,503687,0.5078883702349898
3,520071,520070,0.562857917320868
3,518022,1042310,0.6711953156724686
3,518022,501638,0.6707949668943165
3,518022,520070,0.5563754649772952
3,1042305,1025921,0.8193864861670073
3,1042305,1044353,0.5834764526650644
3,1042305,1041281,0.5542744434974346
3,1042305,1042307,0.5913210483728482
3,1042305,1042304,0.739847033652832
3,501633,1025921,0.7381745964553009
3,501633,501632,0.8146088946738175
3,520065,1044353,0.6582870683362911
3,520065,503681,0.6040213827493801
3,520065,520069,0.5211609132723496
3,520065,520067,0.5058216296273665
3,520065,520064,0.701373571169182
3,516993,1041281,0.5000452692618766
3,516993,516992,0.8209314938151598
3,518016,1042304,0.5477825786353406
3,518016,386944,0.5056449212334481
3,518016,501632,0.7507237564007935
3,518016,516992,0.7082682880055209
3,1042306,1025922,0.8398613912725171
3,1042306,1044354,0.5079438856266862
3,1042306,1042310,0.7891784012978635
3,501634,1025922,0.7805180121108464
3,501634,501638,0.7170057258477907
3,516994,1041282,0.5578315780482159
3,516994,516998,0.7880725503034876
3,516994,516992,0.6969676224280095
3,518022,1042310,0.6711953156724686
3,518022,501638,0.6707949668943165
3,518022,520070,0.5563754649772952
3,518016,1042304,0.5477825786353406
3,518016,386944,0.5056449212334481
3,518016,501632,0.7507237564007935
3,518016,516992,0.7082682880055209
3,1042311,1025927,0.7542674233255979
3,1042311,1044359,0.7071838910035252
3,1042311,1042310,0.6092344372885921
3,1041286,1042310,0.638349910065423
3,1042311,1025927,0.7542674233255979
3,1042311,1044359,0.7071838910035252
3,1042311,1042310,0.6092344372885921
3,501639,1025927,0.8261212577897482
3,501639,503687,0.5430509629528435
3,501639,501638,0.7066485629787755
3,520071,1044359,0.7645071820921332
3,520071,503687,0.5078883702349898
3,520071,520070,0.562857917320868
3,518022,1042310,0.6711953156724686
3,518022,501638,0.6707949668943165
3,518022,520070,0.5563754649772952
3,1041286,1042310,0.638349910065423
3,518022,1042310,0.6711953156724686
3,518022,501638,0.6707949668943165
3,518022,520070,0.5563754649772952
3,1041280,516992,0.5914319013088974
3,1042306,1025922,0.8398613912725171
3,1042306,1044354,0.5079438856266862
3,1042306,1042310,0.7891784012978635
3,1041286,1042310,0.638349910065423
3,1041280,516992,0.5914319013088974
3,1041286,1042310,0.638349910065423
3,518022,1042310,0.6711953156724686
3,518022,501638,0.6707949668943165
3,518022,520070,0.5563754649772952
4,1025927,1027975,0.5662376392079653
4,1025927,1025926,0.6245938532617195
4,1025922,1025926,0.7004168994110436
4,1027971,1025923,0.5055135970311992
4,1027971,1027975,0.8749493789514026
4,1027971,1027970,0.6803300326449867
4,1044359,1027975,0.6239326556300314
4,1044354,1027970,0.7392295944211266
4,1044354,1044358,0.8332103140518682
4,1025927,1027975,0.5662376392079653
4,1025927,1025926,0.6245938532617195
4,1044359,1027975,0.6239326556300314
4,1042310,1025926,0.7661146643222767
4,1042310,1044358,0.5794096736045903
4,1025922,1025926,0.7004168994110436
4,1044354,1027970,0.7392295944211266
4,1044354,1044358,0.8332103140518682
4,1042310,1025926,0.7661146643222767
4,1042310,1044358,0.5794096736045903
4,1025927,1027975,0.5662376392079653
4,1025927,1025926,0.6245938532617195
4,1044359,1027975,0.6239326556300314
4,1042310,1025926,0.7661146643222767
4,1042310,1044358,0.5794096736045903
4,1042310,1025926,0.7661146643222767
4,1042310,1044358,0.5794096736045903
4,1025922,1025926,0.7004168994110436
4,1044354,1027970,0.7392295944211266
4,1044354,1044358,0.8332103140518682
4,1042310,1025926,0.7661146643222767
4,1042310,1044358,0.5794096736045903
4,1042310,1025926,0.7661146643222767
4,1042310,1044358,0.5794096736045903
4,1025927,1027975,0.5662376392079653
4,1025927,1025926,0.6245938532617195
4,1025922,1025926,0.7004168994110436
4,1027971,1025923,0.5055135970311992
4,1027971,1027975,0.8749493789514026
4,1027971,1027970,0.6803300326449867
4,1044359,1027975,0.6239326556300314
4,1044354,1027970,0.7392295944211266
4,1044354,1044358,0.8332103140518682
4,1025927,1027975,0.5662376392079653
4,1025927,1025926,0.6245938532617195
4,1044359,1027975,0.6239326556300314
4,1042310,1025926,0.7661146643222767
4,1042310,1044358,0.5794096736045903
4,1025922,1025926,0.7004168994110436
4,1044354,1027970,0.7392295944211266
4,1044354,1044358,0.8332103140518682
4,1042310,1025926,0.7661146643222767
4,1042310,1044358,0.5794096736045903
4,1025927,1027975,0.5662376392079653
4,1025927,1025926,0.6245938532617195
4,1025922,1025926,0.7004168994110436
4,1025927,1027975,0.5662376392079653
4,1025927,1025926,0.6245938532617195
4,503687,1027975,0.8391974911953323
4,503687,503686,0.578779885804386
4,501638,1025926,0.7664394553105242
4,1025921,1025923,0.6105042194029242
4,1025921,1025920,0.7521610675734912
4,501632,1025920,0.6607040949218431
4,501632,370560,0.5452236445274776
4,501632,501634,0.513419503751674
4,1025922,1025926,0.7004168994110436
4,501638,1025926,0.7664394553105242
4,1027971,1025923,0.5055135970311992
4,1027971,1027975,0.8749493789514026
4,1027971,1027970,0.6803300326449867
4,1044359,1027975,0.6239326556300314
4,1044354,1027970,0.7392295944211266
4,1044354,1044358,0.8332103140518682
4,1027971,1025923,0.5055135970311992
4,1027971,1027975,0.8749493789514026
4,1027971,1027970,0.6803300326449867
4,501635,1025923,0.8373656860592744
4,501635,501639,0.8503372217441668
4,501635,501633,0.538131317555046
4,501635,501634,0.8437967163075265
4,503687,1027975,0.8391974911953323
4,503687,503686,0.578779885804386
4,503682,1027970,0.7961776186976364
4,503682,501634,0.6631439541880642
4,503682,503686,0.7717518176800431
4,1044359,1027975,0.6239326556300314
4,503687,1027975,0.8391974911953323
4,503687,503686,0.578779885804386
4,520070,1044358,0.6915726708850629
4,520070,503686,0.5241197279316845
4,1044354,1027970,0.7392295944211266
4,1044354,1044358,0.8332103140518682
4,503682,1027970,0.7961776186976364
4,503682,501634,0.6631439541880642
4,503682,503686,0.7717518176800431
4,518018,1042306,0.6886830322986025
4,518018,501634,0.7653932450342471
4,518018,516994,0.5200894607511013
4,518018,518022,0.8022399635018624
4,518018,518016,0.5065776337090553
4,520070,1044358,0.6915726708850629
4,520070,503686,0.5241197279316845
4,1025927,1027975,0.5662376392079653
4,1025927,1025926,0.6245938532617195
4,1044359,1027975,0.6239326556300314
4,1042310,1025926,0.7661146643222767
4,1042310,1044358,0.5794096736045903
4,1025927,1027975,0.5662376392079653
4,1025927,1025926,0.6245938532617195
4,503687,1027975,0.8391974911953323
4,503687,503686,0.578779885804386
4,501638,1025926,0.7664394553105242
4,1044359,1027975,0.6239326556300314
4,503687,1027975,0.8391974911953323
4,503687,503686,0.578779885804386
4,520070,1044358,0.6915726708850629
4,520070,503686,0.5241197279316845
4,1042310,1025926,0.7661146643222767
4,1042310,1044358,0.5794096736045903
4,501638,1025926,0.7664394553105242
4,520070,1044358,0.6915726708850629
4,520070,503686,0.5241197279316845
4,1025921,1025923,0.6105042194029242
4,1025921,1025920,0.7521610675734912
4,1044353,1027969,0.7103259226914191
4,1044353,1044357,0.5010802400251588
4,1044353,1044355,0.6514778803533117
4,1044353,1044352,0.6186396547917853
4,1041281,1041280,0.7599858973809196
4,1042307,1025923,0.830925313910764
4,1042307,1044355,0.6440929928735168
4,1042307,1042311,0.8935542283984304
4,1042307,1042306,0.7775916786915352
4,1042304,1025920,0.8288067756302491
4,1042304,1041280,0.58063606950895
4,1042304,1042306,0.6401331549766146
4,1025921,1025923,0.6105042194029242
4,1025921,1025920,0.7521610675734912
4,501632,1025920,0.6607040949218431
4,501632,370560,0.5452236445274776
4,501632,501634,0.513419503751674
4,1044353,1027969,0.7103259226914191
4,1044353,1044357,0.5010802400251588
4,1044353,1044355,0.6514778803533117
4,1044353,1044352,0.6186396547917853
4,503681,1027969,0.7559105350635189
4,503681,501633,0.5919550912755073
4,503681,503683,0.5257996993609282
4,503681,503680,0.7148067122468712
4,520069,1044357,0.6399844904991405
4,520069,520071,0.9194657519496883
4,520069,520068,0.5115619496045611
4,520067,1044355,0.7786685773341647
4,520067,503683,0.6229884952296872
4,520067,520071,0.9238972831047862
4,520067,520066,0.7427593696370215
4,520064,1044352,0.5709188666138278
4,520064,503680,0.6194577148667244
4,520064,518016,0.5788903999647605
4,520064,520066,0.5571986283298117
4,1041281,1041280,0.7599858973809196
4,1042304,1025920,0.8288067756302491
4,1042304,1041280,0.58063606950895
4,1042304,1042306,0.6401331549766146
4,386944,370560,0.7792473557762166
4,386944,385920,0.6968494883219917
4,501632,1025920,0.6607040949218431
4,501632,370560,0.5452236445274776
4,501632,501634,0.513419503751674
4,1025922,1025926,0.7004168994110436
4,1044354,1027970,0.7392295944211266
4,1044354,1044358,0.8332103140518682
4,1042310,1025926,0.7661146643222767
4,1042310,1044358,0.5794096736045903
4,1025922,1025926,0.7004168994110436
4,501638,1025926,0.7664394553105242
