Source,Target,Weight,Flag
0,1,0.10578542523,1
0,2,0.0027610867885,-1
0,3,0.015795779915,1
0,4,0.028040464299,1
0,5,0.020351863992,1
0,6,0.011731925538,1
0,7,0.014141293605,1
0,8,0.00023331981267,1
0,9,0.00014929395094,1
0,10,0.00033097935334,-1
0,11,0.0049170068536,1
0,12,0.054981303388,1
0,13,0.031564417303,1
0,14,0.0318479076,1
0,15,0.0010630192555,1
0,16,0.032993230486,1
0,17,0.017224876689,-1
0,18,0.011888123632,1
0,19,0.024607656006,-1
0,20,0.035327036562,1
0,21,0.017263342193,-1
0,22,0.03665240329,1
0,23,0.014658094948,1
0,24,0.035759690546,1
0,25,0.0066843500289,-1
0,26,0.029003590465,1
0,27,0.049503592068,1
0,28,0.014257455623,1
0,29,0.0094110688726,1
0,30,0.054213189663,-1
0,31,0.038463952416,-1
0,32,0.012368055627,1
0,33,0.012478692752,1
0,34,0.012399449612,1
0,35,0.012035709407,1
0,36,0.012354143756,1
0,37,0.01204173724,1
0,38,0.011842728939,1
0,39,0.012398834669,1
0,40,0.011876242082,1
0,41,0.011761303921,1
0,42,0.012536257238,1
1,2,0.043305011631,1
1,3,0.059323529898,1
1,4,0.043035805507,1
1,5,0.013135380669,1
1,6,0.0026483180134,1
1,7,0.049623566756,1
1,8,0.00031158972183,-1
1,9,0.0002429837927,-1
1,10,0.00026322524436,-1
1,11,0.01366030068,1
1,12,0.037725687626,1
1,13,0.051178499718,1
1,14,0.048657394723,1
1,15,0.015813799623,1
1,16,0.04985784398,1
1,17,0.004349299906,-1
1,18,0.03550927036,1
1,19,0.0045570465446,-1
1,20,0.045397931246,1
1,21,0.027168107172,1
1,22,0.016907343776,-1
1,23,0.043254423701,1
1,24,0.058921968099,1
1,25,0.027743095574,1
1,26,0.052699026432,-1
1,27,0.044899806812,1
1,28,0.0030730849224,1
1,29,0.0085096390834,1
1,30,0.058901830265,-1
1,31,0.023792711824,-1
1,32,0.016527408623,1
1,33,0.016593730562,1
1,34,0.016444171519,1
1,35,0.016483244097,1
1,36,0.017030890756,1
1,37,0.016453258879,1
1,38,0.016482574041,1
1,39,0.016668997298,1
1,40,0.01701842041,1
1,41,0.016946850432,1
1,42,0.00033357245247,1
2,3,0.081403164474,1
2,4,0.057237677799,1
2,5,0.1160645828,1
2,6,0.018154174972,1
2,7,0.023375692285,-1
2,8,0.00018773193226,-1
2,9,0.00033617181402,-1
2,10,0.00023669437832,-1
2,11,0.0051391156577,-1
2,12,0.0053933541635,1
2,13,0.036901800281,1
2,14,0.026678021103,1
2,15,0.02190491821,-1
2,16,0.00019498735902,-1
2,17,0.049519279243,-1
2,18,0.087949437754,1
2,19,0.010144459868,-1
2,20,0.093482847731,1
2,21,0.079471648945,-1
2,22,0.0036726895487,1
2,23,0.09398167533,1
2,24,0.02763138,-1
2,25,0.136627283,1
2,26,0.079373577574,-1
2,27,0.039978940817,1
2,28,0.070300427606,1
2,29,0.078067025659,1
2,30,0.0090317019089,-1
2,31,0.0065885397046,1
2,32,0.036400913832,1
2,33,0.036806426654,1
2,34,0.036256666608,1
2,35,0.036380016739,1
2,36,0.036250853167,1
2,37,0.036851027958,1
2,38,0.036864279103,1
2,39,0.036243726669,1
2,40,0.036806236947,1
2,41,0.036286783896,1
2,42,0.036818998108,1
3,4,0.13393603995,1
3,5,0.019753290102,-1
3,6,0.0024451860497,-1
3,7,0.042698934373,-1
3,8,0.00022013762895,-1
3,9,0.00029917144823,-1
3,10,0.00026403168275,1
3,11,0.024800231721,-1
3,12,0.060042151561,1
3,13,0.037598437292,-1
3,14,0.045648315832,-1
3,15,0.086312971182,-1
3,16,0.04958588526,-1
3,17,0.085263831786,-1
3,18,0.031297260823,1
3,19,0.068064553428,-1
3,20,0.01697265063,1
3,21,0.075208382699,-1
3,22,0.0080523331028,-1
3,23,0.043035054651,1
3,24,0.029557859721,-1
3,25,0.049356920604,1
3,26,0.12239568964,-1
3,27,0.050748681513,-1
3,28,0.089024121347,1
3,29,0.0056043309782,1
3,30,0.027133103108,-1
3,31,0.077945048443,1
3,32,0.091003950308,1
3,33,0.091552518022,1
3,34,0.091571567394,1
3,35,0.091115740691,1
3,36,0.091603195929,1
3,37,0.091537410123,1
3,38,0.091546542037,1
3,39,0.091484826677,1
3,40,0.09094890308,1
3,41,0.091469756193,1
3,42,0.00028608714092,1
4,5,0.059613300221,-1
4,6,0.00047862381493,-1
4,7,0.057168377211,-1
4,8,0.00017269468572,1
4,9,0.00028703522343,1
4,10,0.00028393331238,1
4,11,0.030299671573,-1
4,12,0.065342258036,1
